WarehouseID,WarehouseCity,ProductID,StockQuantity,ReservedQuantity,AvailableQuantity,ReorderLevel,RestockQuantity,LastRestockDate,InventoryStatus
W005,London,P02744,739,3,699,75,375,2026-05-30,In Stock
W005,London,P02745,444,1,425,100,500,2026-06-27,In Stock
W004,Los Angeles,P02746,370,13,339,50,250,2026-03-28,In Stock
W007,Milan,P02747,670,25,632,75,375,2026-03-24,In Stock
W003,Dallas,P02748,1006,35,968,75,375,2026-05-23,In Stock
W004,Los Angeles,P02749,159,6,159,100,500,2026-03-11,In Stock
W001,New York,P02750,102,17,102,20,100,2026-05-21,In Stock
W008,Sydney,P02751,781,10,775,100,500,2026-06-22,In Stock
W006,Berlin,P02752,440,27,417,30,150,2026-06-19,In Stock
W005,London,P02753,855,19,853,20,100,2026-03-05,In Stock
W002,Chicago,P02754,618,16,589,30,150,2026-03-01,In Stock
W004,Los Angeles,P02755,246,30,235,20,100,2026-06-27,In Stock
W002,Chicago,P02756,176,29,139,30,150,2026-04-01,In Stock
W005,London,P02757,553,36,523,20,100,2026-06-20,In Stock
W003,Dallas,P02758,441,25,417,20,100,2026-06-25,In Stock
W001,New York,P02759,1018,29,992,75,375,2026-06-06,In Stock
W001,New York,P02760,1181,4,1164,20,100,2026-03-30,In Stock
W005,London,P02761,981,17,980,30,150,2026-04-04,In Stock
W005,London,P02762,385,28,385,30,150,2026-04-06,In Stock
W001,New York,P02763,1153,35,1122,75,375,2026-03-19,In Stock
W004,Los Angeles,P02764,96,23,91,50,250,2026-04-13,In Stock
W006,Berlin,P02765,934,34,924,75,375,2026-05-12,In Stock
W006,Berlin,P02766,1128,9,1108,100,500,2026-03-26,In Stock
W006,Berlin,P02767,833,37,808,30,150,2026-05-12,In Stock
W008,Sydney,P02768,711,9,680,50,250,2026-04-03,In Stock
W007,Milan,P02769,737,5,699,75,375,2026-05-27,In Stock
W003,Dallas,P02770,681,29,653,50,250,2026-03-24,In Stock
W003,Dallas,P02771,87,32,47,50,250,2026-06-10,In Stock
W006,Berlin,P02772,1106,36,1098,30,150,2026-03-16,In Stock
W004,Los Angeles,P02773,811,26,804,20,100,2026-04-25,In Stock
W001,New York,P02774,1064,36,1064,20,100,2026-05-27,In Stock
W003,Dallas,P02775,464,31,457,50,250,2026-05-18,In Stock
W006,Berlin,P02776,1123,33,1098,75,375,2026-05-31,In Stock
W006,Berlin,P02777,835,14,795,20,100,2026-04-07,In Stock
W008,Sydney,P02778,318,0,286,30,150,2026-03-18,In Stock
W002,Chicago,P02779,1014,4,995,30,150,2026-05-29,In Stock
W007,Milan,P02780,620,34,580,30,150,2026-06-16,In Stock
W004,Los Angeles,P02781,48,1,30,20,100,2026-06-13,In Stock
W004,Los Angeles,P02782,380,4,364,20,100,2026-05-02,In Stock
W002,Chicago,P02783,864,25,864,50,250,2026-03-31,In Stock
W005,London,P02784,702,23,689,75,375,2026-05-21,In Stock
W007,Milan,P02785,979,37,977,100,500,2026-04-03,In Stock
W008,Sydney,P02786,64,20,42,75,375,2026-06-25,Low Stock
W005,London,P02787,969,34,963,75,375,2026-05-05,In Stock
W006,Berlin,P02788,1004,24,1002,20,100,2026-04-27,In Stock
W002,Chicago,P02789,972,34,967,50,250,2026-06-18,In Stock
W004,Los Angeles,P02790,192,24,171,75,375,2026-05-29,In Stock
W008,Sydney,P02791,70,19,35,50,250,2026-03-21,In Stock
W008,Sydney,P02792,443,26,437,100,500,2026-06-27,In Stock
W003,Dallas,P02793,57,28,53,100,500,2026-04-25,Low Stock
W003,Dallas,P02794,948,36,924,50,250,2026-03-18,In Stock
W001,New York,P02795,518,7,485,100,500,2026-04-27,In Stock
W003,Dallas,P02796,925,10,923,50,250,2026-05-22,In Stock
W006,Berlin,P02797,873,9,869,20,100,2026-06-03,In Stock
W008,Sydney,P02798,995,0,971,30,150,2026-03-21,In Stock
W003,Dallas,P02799,771,19,760,20,100,2026-05-31,In Stock
W006,Berlin,P02800,1195,14,1167,75,375,2026-03-17,In Stock
W002,Chicago,P02801,207,8,199,30,150,2026-03-26,In Stock
W001,New York,P02802,897,23,870,75,375,2026-06-26,In Stock
W006,Berlin,P02803,1113,26,1083,20,100,2026-06-24,In Stock
W005,London,P02804,893,27,889,100,500,2026-06-20,In Stock
W002,Chicago,P02805,538,30,513,50,250,2026-04-25,In Stock
W004,Los Angeles,P02806,281,1,271,20,100,2026-06-17,In Stock
W003,Dallas,P02807,402,34,379,75,375,2026-04-18,In Stock
W005,London,P02808,978,11,941,20,100,2026-05-07,In Stock
W002,Chicago,P02809,1146,14,1134,20,100,2026-06-10,In Stock
W005,London,P02810,272,0,249,75,375,2026-06-21,In Stock
W001,New York,P02811,230,17,193,100,500,2026-04-22,In Stock
W001,New York,P02812,621,20,606,30,150,2026-03-10,In Stock
W008,Sydney,P02813,437,30,407,30,150,2026-04-28,In Stock
W004,Los Angeles,P02814,202,24,167,30,150,2026-04-08,In Stock
W002,Chicago,P02815,299,32,290,30,150,2026-03-10,In Stock
W002,Chicago,P02816,978,4,942,100,500,2026-06-07,In Stock
W004,Los Angeles,P02817,846,14,830,50,250,2026-05-07,In Stock
W001,New York,P02818,884,20,859,20,100,2026-06-25,In Stock
W004,Los Angeles,P02819,765,28,727,75,375,2026-03-13,In Stock
W004,Los Angeles,P02820,260,39,228,75,375,2026-03-07,In Stock
W007,Milan,P02821,322,38,289,30,150,2026-05-23,In Stock
W008,Sydney,P02822,153,38,152,75,375,2026-05-06,In Stock
W002,Chicago,P02823,1150,9,1148,20,100,2026-05-12,In Stock
W005,London,P02824,805,29,784,50,250,2026-05-21,In Stock
W006,Berlin,P02825,631,32,600,75,375,2026-05-10,In Stock
W003,Dallas,P02826,961,5,930,50,250,2026-05-16,In Stock
W002,Chicago,P02827,515,17,497,50,250,2026-04-13,In Stock
W004,Los Angeles,P02828,641,15,605,50,250,2026-06-04,In Stock
W006,Berlin,P02829,627,21,594,30,150,2026-04-03,In Stock
W007,Milan,P02830,570,38,543,50,250,2026-04-04,In Stock
W004,Los Angeles,P02831,285,12,262,50,250,2026-03-29,In Stock
W006,Berlin,P02832,418,37,385,75,375,2026-06-06,In Stock
W002,Chicago,P02833,596,13,558,30,150,2026-03-19,In Stock
W006,Berlin,P02834,374,23,359,75,375,2026-05-09,In Stock
W008,Sydney,P02835,554,29,520,100,500,2026-05-16,In Stock
W003,Dallas,P02836,521,4,505,100,500,2026-06-13,In Stock
W007,Milan,P02837,1127,0,1123,75,375,2026-06-04,In Stock
W005,London,P02838,1013,35,976,75,375,2026-03-15,In Stock
W005,London,P02839,1046,26,1034,100,500,2026-05-25,In Stock
W001,New York,P02840,875,38,869,75,375,2026-04-29,In Stock
W007,Milan,P02841,792,7,784,50,250,2026-06-05,In Stock
W002,Chicago,P02842,740,2,736,20,100,2026-05-24,In Stock
W002,Chicago,P02843,1123,17,1115,100,500,2026-03-20,In Stock
W002,Chicago,P02844,866,2,830,30,150,2026-06-21,In Stock
W001,New York,P02845,228,39,211,50,250,2026-05-23,In Stock
W007,Milan,P02846,492,14,453,30,150,2026-04-12,In Stock
W005,London,P02847,1131,15,1122,50,250,2026-06-26,In Stock
W006,Berlin,P02848,450,24,437,30,150,2026-04-20,In Stock
W001,New York,P02849,328,36,289,20,100,2026-05-25,In Stock
W008,Sydney,P02850,255,15,229,20,100,2026-05-31,In Stock
W004,Los Angeles,P02851,941,10,930,100,500,2026-03-03,In Stock
W004,Los Angeles,P02852,572,0,557,20,100,2026-04-04,In Stock
W005,London,P02853,891,38,867,100,500,2026-05-02,In Stock
W004,Los Angeles,P02854,475,5,449,20,100,2026-03-29,In Stock
W008,Sydney,P02855,906,24,867,30,150,2026-03-24,In Stock
W007,Milan,P02856,47,17,34,100,500,2026-03-08,Low Stock
W008,Sydney,P02857,894,21,874,100,500,2026-06-26,In Stock
W008,Sydney,P02858,1039,24,1011,100,500,2026-04-12,In Stock
W004,Los Angeles,P02859,763,4,725,30,150,2026-03-13,In Stock
W007,Milan,P02860,344,13,331,75,375,2026-05-19,In Stock
W006,Berlin,P02861,829,15,811,50,250,2026-03-05,In Stock
W004,Los Angeles,P02862,777,30,776,100,500,2026-04-02,In Stock
W004,Los Angeles,P02863,132,1,108,75,375,2026-04-16,In Stock
W006,Berlin,P02864,736,1,705,75,375,2026-05-04,In Stock
W008,Sydney,P02865,868,27,852,20,100,2026-05-15,In Stock
W004,Los Angeles,P02866,551,16,521,50,250,2026-06-08,In Stock
W003,Dallas,P02867,448,33,410,100,500,2026-04-22,In Stock
W004,Los Angeles,P02868,74,23,71,75,375,2026-03-23,Low Stock
W004,Los Angeles,P02869,184,5,145,30,150,2026-03-31,In Stock
W001,New York,P02870,512,33,496,20,100,2026-05-02,In Stock
W003,Dallas,P02871,600,27,583,30,150,2026-03-09,In Stock
W003,Dallas,P02872,469,19,459,75,375,2026-04-23,In Stock
W002,Chicago,P02873,474,39,471,20,100,2026-04-16,In Stock
W003,Dallas,P02874,590,30,563,100,500,2026-03-06,In Stock
W003,Dallas,P02875,483,12,445,20,100,2026-03-29,In Stock
W002,Chicago,P02876,137,17,126,20,100,2026-04-21,In Stock
W002,Chicago,P02877,947,23,936,100,500,2026-06-09,In Stock
W003,Dallas,P02878,503,20,493,20,100,2026-03-22,In Stock
W005,London,P02879,1051,32,1019,20,100,2026-03-06,In Stock
W001,New York,P02880,806,10,803,30,150,2026-04-29,In Stock
W003,Dallas,P02881,270,38,247,30,150,2026-04-16,In Stock
W005,London,P02882,947,29,936,30,150,2026-03-30,In Stock
W002,Chicago,P02883,508,40,470,30,150,2026-03-24,In Stock
W001,New York,P02884,137,8,137,75,375,2026-05-23,In Stock
W008,Sydney,P02885,1083,25,1048,75,375,2026-04-20,In Stock
W007,Milan,P02886,1075,33,1053,75,375,2026-03-20,In Stock
W007,Milan,P02887,514,26,504,100,500,2026-04-25,In Stock
W008,Sydney,P02888,258,13,254,20,100,2026-04-13,In Stock
W006,Berlin,P02889,611,38,585,20,100,2026-05-11,In Stock
W007,Milan,P02890,613,1,593,50,250,2026-04-27,In Stock
W004,Los Angeles,P02891,32,27,0,30,150,2026-03-24,In Stock
W003,Dallas,P02892,921,8,902,100,500,2026-05-09,In Stock
W004,Los Angeles,P02893,291,14,263,20,100,2026-05-27,In Stock
W008,Sydney,P02894,817,29,794,75,375,2026-03-08,In Stock
W004,Los Angeles,P02895,948,26,945,30,150,2026-05-28,In Stock
W003,Dallas,P02896,207,23,204,50,250,2026-05-15,In Stock
W008,Sydney,P02897,791,4,753,75,375,2026-05-22,In Stock
W006,Berlin,P02898,1049,30,1047,100,500,2026-03-01,In Stock
W008,Sydney,P02899,138,21,126,50,250,2026-05-20,In Stock
W003,Dallas,P02900,22,4,0,20,100,2026-05-25,In Stock
W001,New York,P02901,50,13,10,100,500,2026-04-23,Low Stock
W006,Berlin,P02902,49,25,28,75,375,2026-03-18,Low Stock
W008,Sydney,P02903,710,20,692,100,500,2026-05-12,In Stock
W001,New York,P02904,1058,7,1030,100,500,2026-03-23,In Stock
W008,Sydney,P02905,887,2,852,100,500,2026-03-27,In Stock
W002,Chicago,P02906,314,21,286,75,375,2026-03-27,In Stock
W005,London,P02907,294,12,289,30,150,2026-04-11,In Stock
W007,Milan,P02908,564,14,562,75,375,2026-06-23,In Stock
W005,London,P02909,24,6,0,30,150,2026-04-17,Low Stock
W004,Los Angeles,P02910,855,27,820,30,150,2026-04-17,In Stock
W005,London,P02911,431,4,421,20,100,2026-03-11,In Stock
W001,New York,P02912,543,4,529,75,375,2026-04-30,In Stock
W003,Dallas,P02913,1010,5,981,20,100,2026-03-17,In Stock
W006,Berlin,P02914,762,16,726,75,375,2026-04-18,In Stock
W006,Berlin,P02915,668,9,631,100,500,2026-04-23,In Stock
W005,London,P02916,502,1,475,30,150,2026-04-28,In Stock
W005,London,P02917,672,19,641,100,500,2026-03-28,In Stock
W007,Milan,P02918,105,19,89,100,500,2026-06-15,In Stock
W003,Dallas,P02919,1136,14,1121,30,150,2026-04-30,In Stock
W003,Dallas,P02920,201,32,178,100,500,2026-05-07,In Stock
W007,Milan,P02921,858,21,839,100,500,2026-06-18,In Stock
W004,Los Angeles,P02922,332,30,328,100,500,2026-03-21,In Stock
W006,Berlin,P02923,116,25,89,75,375,2026-06-09,In Stock
W007,Milan,P02924,969,21,946,20,100,2026-06-13,In Stock
W005,London,P02925,482,31,457,75,375,2026-04-14,In Stock
W004,Los Angeles,P02926,830,15,812,75,375,2026-05-28,In Stock
W003,Dallas,P02927,688,38,668,30,150,2026-04-14,In Stock
W007,Milan,P02928,169,5,164,20,100,2026-03-19,In Stock
W001,New York,P02929,307,27,276,100,500,2026-03-06,In Stock
W002,Chicago,P02930,311,0,281,20,100,2026-06-06,In Stock
W001,New York,P02931,273,23,251,50,250,2026-04-04,In Stock
W002,Chicago,P02932,82,19,61,30,150,2026-06-16,In Stock
W001,New York,P02933,1193,2,1154,20,100,2026-06-28,In Stock
W004,Los Angeles,P02934,348,31,342,75,375,2026-05-25,In Stock
W005,London,P02935,1077,39,1059,20,100,2026-06-11,In Stock
W002,Chicago,P02936,946,16,936,100,500,2026-04-07,In Stock
W002,Chicago,P02937,1016,14,998,100,500,2026-06-24,In Stock
W007,Milan,P02938,693,30,665,30,150,2026-05-14,In Stock
W005,London,P02939,601,26,586,75,375,2026-03-19,In Stock
W005,London,P02940,668,15,639,30,150,2026-06-09,In Stock
W003,Dallas,P02941,75,3,38,20,100,2026-03-08,In Stock
W002,Chicago,P02942,302,28,294,20,100,2026-06-09,In Stock
W002,Chicago,P02943,578,20,541,50,250,2026-05-29,In Stock
W008,Sydney,P02944,891,7,856,75,375,2026-03-27,In Stock
W005,London,P02945,429,2,406,75,375,2026-06-08,In Stock
W007,Milan,P02946,392,4,389,50,250,2026-06-24,In Stock
W005,London,P02947,797,31,768,30,150,2026-04-05,In Stock
W007,Milan,P02948,662,8,642,75,375,2026-03-25,In Stock
W007,Milan,P02949,644,11,644,100,500,2026-03-09,In Stock
W003,Dallas,P02950,513,5,482,75,375,2026-03-08,In Stock
W006,Berlin,P02951,303,8,288,20,100,2026-04-24,In Stock
W008,Sydney,P02952,569,11,543,30,150,2026-06-24,In Stock
W001,New York,P02953,738,39,715,50,250,2026-05-16,In Stock
W001,New York,P02954,214,32,202,75,375,2026-06-01,In Stock
W003,Dallas,P02955,680,17,647,100,500,2026-05-09,In Stock
W004,Los Angeles,P02956,890,29,853,20,100,2026-04-19,In Stock
W005,London,P02957,1103,2,1085,75,375,2026-05-17,In Stock
W001,New York,P02958,834,40,830,100,500,2026-04-29,In Stock
W007,Milan,P02959,949,36,935,100,500,2026-03-02,In Stock
W006,Berlin,P02960,456,16,437,75,375,2026-03-06,In Stock
W001,New York,P02961,469,16,444,100,500,2026-05-26,In Stock
W001,New York,P02962,1086,2,1072,30,150,2026-03-15,In Stock
W008,Sydney,P02963,489,0,462,75,375,2026-06-22,In Stock
W002,Chicago,P02964,560,34,534,100,500,2026-06-26,In Stock
W005,London,P02965,104,37,91,75,375,2026-04-21,In Stock
W005,London,P02966,237,24,202,30,150,2026-03-28,In Stock
W006,Berlin,P02967,362,12,362,100,500,2026-04-02,In Stock
W007,Milan,P02968,163,15,133,50,250,2026-06-26,In Stock
W002,Chicago,P02969,265,10,247,50,250,2026-04-04,In Stock
W005,London,P02970,851,27,838,30,150,2026-03-27,In Stock
W003,Dallas,P02971,740,18,721,20,100,2026-04-20,In Stock
W002,Chicago,P02972,156,7,156,30,150,2026-05-29,In Stock
W002,Chicago,P02973,553,7,525,30,150,2026-05-16,In Stock
W002,Chicago,P02974,1024,29,992,100,500,2026-06-13,In Stock
W008,Sydney,P02975,569,22,564,20,100,2026-05-14,In Stock
W003,Dallas,P02976,794,34,778,30,150,2026-03-28,In Stock
W001,New York,P02977,176,10,167,20,100,2026-05-16,In Stock
W003,Dallas,P02978,1069,12,1039,100,500,2026-03-02,In Stock
W006,Berlin,P02979,61,24,34,50,250,2026-06-15,In Stock
W007,Milan,P02980,434,12,395,30,150,2026-04-08,In Stock
W008,Sydney,P02981,1200,14,1169,20,100,2026-04-18,In Stock
W008,Sydney,P02982,793,23,781,50,250,2026-03-05,In Stock
W001,New York,P02983,74,12,74,75,375,2026-04-16,Low Stock
W006,Berlin,P02984,35,21,9,50,250,2026-03-25,Low Stock
W001,New York,P02985,645,5,637,75,375,2026-03-13,In Stock
W002,Chicago,P02986,1066,7,1029,100,500,2026-06-11,In Stock
W008,Sydney,P02987,1012,35,991,100,500,2026-06-13,In Stock
W001,New York,P02988,649,19,615,30,150,2026-03-15,In Stock
W007,Milan,P02989,600,6,597,20,100,2026-02-28,In Stock
W005,London,P02990,280,24,271,50,250,2026-05-24,In Stock
W006,Berlin,P02991,843,33,820,20,100,2026-06-19,In Stock
W008,Sydney,P02992,631,26,630,50,250,2026-06-25,In Stock
W005,London,P02993,671,5,663,30,150,2026-03-01,In Stock
W002,Chicago,P02994,742,6,726,20,100,2026-03-22,In Stock
W006,Berlin,P02995,651,11,615,20,100,2026-06-01,In Stock
W002,Chicago,P02996,474,17,455,20,100,2026-03-13,In Stock
W002,Chicago,P02997,1124,34,1105,100,500,2026-03-04,In Stock
W005,London,P02998,205,2,186,75,375,2026-03-03,In Stock
W007,Milan,P02999,190,17,187,50,250,2026-06-11,In Stock
W002,Chicago,P03000,193,0,187,100,500,2026-03-06,In Stock
W008,Sydney,P03001,87,23,62,75,375,2026-04-20,In Stock
W002,Chicago,P03002,541,37,506,30,150,2026-03-06,In Stock
W004,Los Angeles,P03003,167,10,156,50,250,2026-04-06,In Stock
W002,Chicago,P03004,34,13,26,75,375,2026-06-07,Low Stock
W004,Los Angeles,P03005,835,33,818,20,100,2026-04-16,In Stock
W004,Los Angeles,P03006,1008,15,1005,100,500,2026-05-04,In Stock
W004,Los Angeles,P03007,795,33,777,30,150,2026-05-15,In Stock
W003,Dallas,P03008,828,26,791,100,500,2026-05-23,In Stock
W005,London,P03009,510,7,484,100,500,2026-05-27,In Stock
W008,Sydney,P03010,2,1,0,20,100,2026-06-04,Low Stock
W005,London,P03011,262,11,225,100,500,2026-06-13,In Stock
W004,Los Angeles,P03012,271,14,256,20,100,2026-03-25,In Stock
W001,New York,P03013,147,8,134,75,375,2026-05-24,In Stock
W002,Chicago,P03014,1176,13,1169,20,100,2026-03-14,In Stock
W001,New York,P03015,846,21,833,20,100,2026-05-02,In Stock
W003,Dallas,P03016,301,23,281,20,100,2026-05-07,In Stock
W007,Milan,P03017,1062,28,1050,50,250,2026-03-11,In Stock
W003,Dallas,P03018,423,22,411,75,375,2026-03-09,In Stock
W004,Los Angeles,P03019,1003,17,976,75,375,2026-06-22,In Stock
W005,London,P03020,6,3,0,75,375,2026-06-21,Low Stock
W001,New York,P03021,939,18,926,100,500,2026-05-07,In Stock
W002,Chicago,P03022,588,18,571,30,150,2026-06-06,In Stock
W007,Milan,P03023,28,25,0,75,375,2026-06-20,Low Stock
W008,Sydney,P03024,712,14,684,50,250,2026-06-03,In Stock
W005,London,P03025,976,17,966,75,375,2026-04-28,In Stock
W004,Los Angeles,P03026,897,1,882,30,150,2026-04-07,In Stock
W008,Sydney,P03027,787,35,755,30,150,2026-04-07,In Stock
W003,Dallas,P03028,224,23,191,50,250,2026-05-27,In Stock
W002,Chicago,P03029,556,19,531,100,500,2026-06-26,In Stock
W002,Chicago,P03030,1161,15,1143,20,100,2026-05-27,In Stock
W004,Los Angeles,P03031,1138,36,1105,100,500,2026-03-03,In Stock
W003,Dallas,P03032,1017,0,1008,100,500,2026-06-26,In Stock
W006,Berlin,P03033,1134,36,1113,75,375,2026-06-28,In Stock
W008,Sydney,P03034,396,6,377,30,150,2026-03-28,In Stock
W007,Milan,P03035,514,37,502,50,250,2026-04-09,In Stock
W007,Milan,P03036,1157,22,1151,100,500,2026-05-11,In Stock
W008,Sydney,P03037,401,20,399,30,150,2026-03-11,In Stock
W006,Berlin,P03038,730,15,696,75,375,2026-05-17,In Stock
W008,Sydney,P03039,466,35,465,75,375,2026-04-01,In Stock
W002,Chicago,P03040,211,8,197,100,500,2026-05-07,In Stock
W001,New York,P03041,419,26,385,75,375,2026-03-26,In Stock
W002,Chicago,P03042,210,28,202,100,500,2026-05-31,In Stock
W004,Los Angeles,P03043,447,6,445,50,250,2026-05-27,In Stock
W001,New York,P03044,837,17,800,20,100,2026-03-07,In Stock
W008,Sydney,P03045,428,21,413,20,100,2026-04-11,In Stock
W002,Chicago,P03046,191,38,157,50,250,2026-03-25,In Stock
W004,Los Angeles,P03047,90,17,56,75,375,2026-06-07,In Stock
W001,New York,P03048,1002,26,981,30,150,2026-06-16,In Stock
W002,Chicago,P03049,1031,14,995,100,500,2026-05-24,In Stock
W001,New York,P03050,874,22,846,50,250,2026-04-18,In Stock
W003,Dallas,P03051,55,40,19,20,100,2026-06-26,In Stock
W005,London,P03052,394,10,380,30,150,2026-03-26,In Stock
W001,New York,P03053,367,13,355,30,150,2026-06-12,In Stock
W005,London,P03054,943,28,929,20,100,2026-04-10,In Stock
W003,Dallas,P03055,64,13,41,20,100,2026-04-09,In Stock
W005,London,P03056,884,4,874,30,150,2026-04-29,In Stock
W007,Milan,P03057,15,11,13,30,150,2026-04-21,Low Stock
W003,Dallas,P03058,860,5,850,20,100,2026-06-01,In Stock
W002,Chicago,P03059,314,6,287,75,375,2026-05-30,In Stock
W003,Dallas,P03060,545,35,512,100,500,2026-03-05,In Stock
W006,Berlin,P03061,927,38,893,30,150,2026-04-05,In Stock
W004,Los Angeles,P03062,919,11,880,75,375,2026-03-13,In Stock
W008,Sydney,P03063,571,16,533,50,250,2026-06-01,In Stock
W001,New York,P03064,401,18,377,75,375,2026-03-22,In Stock
W008,Sydney,P03065,186,7,178,100,500,2026-03-05,In Stock
W001,New York,P03066,470,7,435,100,500,2026-04-28,In Stock
W007,Milan,P03067,1189,3,1156,30,150,2026-06-05,In Stock
W004,Los Angeles,P03068,258,3,226,30,150,2026-03-11,In Stock
W002,Chicago,P03069,494,35,489,100,500,2026-05-16,In Stock
W002,Chicago,P03070,531,21,496,50,250,2026-06-11,In Stock
W003,Dallas,P03071,90,31,77,75,375,2026-06-11,In Stock
W004,Los Angeles,P03072,183,9,144,100,500,2026-05-03,In Stock
W002,Chicago,P03073,864,5,844,100,500,2026-05-01,In Stock
W003,Dallas,P03074,565,1,563,50,250,2026-03-23,In Stock
W001,New York,P03075,55,1,50,20,100,2026-05-18,In Stock
W003,Dallas,P03076,1199,5,1187,20,100,2026-04-28,In Stock
W002,Chicago,P03077,899,23,896,100,500,2026-03-20,In Stock
W001,New York,P03078,306,20,282,50,250,2026-04-03,In Stock
W002,Chicago,P03079,1032,18,1016,50,250,2026-06-08,In Stock
W002,Chicago,P03080,1117,38,1081,30,150,2026-04-20,In Stock
W008,Sydney,P03081,588,33,584,75,375,2026-06-09,In Stock
W003,Dallas,P03082,591,39,589,100,500,2026-05-19,In Stock
W007,Milan,P03083,960,32,933,20,100,2026-04-30,In Stock
W001,New York,P03084,90,3,90,100,500,2026-04-05,Low Stock
W005,London,P03085,503,22,463,75,375,2026-05-16,In Stock
W002,Chicago,P03086,740,17,707,100,500,2026-06-09,In Stock
W007,Milan,P03087,773,7,758,100,500,2026-05-07,In Stock
W003,Dallas,P03088,551,14,531,100,500,2026-05-12,In Stock
W001,New York,P03089,749,10,713,50,250,2026-05-11,In Stock
W001,New York,P03090,1131,40,1101,20,100,2026-06-22,In Stock
W007,Milan,P03091,425,26,387,30,150,2026-03-11,In Stock
W008,Sydney,P03092,727,39,687,20,100,2026-02-28,In Stock
W003,Dallas,P03093,257,3,240,20,100,2026-03-18,In Stock
W001,New York,P03094,250,16,217,75,375,2026-06-13,In Stock
W001,New York,P03095,535,11,500,50,250,2026-04-29,In Stock
