OrderID,CustomerID,OrderDate,OrderStatus,PaymentMethod,ShippingMethod,Currency,OrderTotal,DiscountAmount,TaxAmount,ShippingCost
O00010776,C00002088,2024-10-18,Delivered,Google Pay,Standard,USD,4639.53,0,927.91,14.99
O00010777,C00014891,2025-09-17,Delivered,Debit Card,Express,USD,6615.07,0,1323.01,9.99
O00010778,C00017017,2025-04-13,Delivered,Google Pay,Pickup Point,USD,7167.85,0,1433.57,14.99
O00010779,C00012230,2023-01-07,Processing,Apple Pay,Pickup Point,USD,4968.19,0,993.64,4.99
O00010780,C00020131,2025-08-10,Shipped,Credit Card,Standard,USD,5275.22,0,1055.04,4.99
O00010781,C00011214,2024-06-14,Shipped,PayPal,Express,USD,8717.8,0,1743.56,14.99
O00010782,C00017666,2025-08-25,Shipped,Google Pay,Express,USD,2185.52,0,437.1,0.0
O00010783,C00011647,2024-09-17,Delivered,Credit Card,Standard,USD,3027.85,0,605.57,9.99
O00010784,C00022612,2023-12-29,Delivered,Apple Pay,Express,USD,4834.78,0,966.96,0.0
O00010785,C00000152,2024-08-09,Delivered,Google Pay,Pickup Point,USD,3621.79,0,724.36,9.99
O00010786,C00000625,2025-05-04,Delivered,Google Pay,Pickup Point,USD,3397.41,0,679.48,14.99
O00010787,C00016717,2024-09-22,Delivered,Credit Card,Standard,USD,5258.54,0,1051.71,4.99
O00010788,C00009490,2025-12-08,Delivered,Google Pay,Pickup Point,USD,7216.93,0,1443.39,4.99
O00010789,C00020154,2025-03-02,Delivered,Debit Card,Express,USD,8077.69,0,1615.54,9.99
O00010790,C00012598,2023-12-15,Delivered,Apple Pay,Express,USD,3439.95,0,687.99,4.99
O00010791,C00018500,2025-10-24,Delivered,PayPal,Express,USD,12380.58,0,2476.12,0.0
O00010792,C00016958,2023-10-26,Shipped,Credit Card,Express,USD,2928.36,0,585.67,9.99
O00010793,C00009967,2023-07-11,Delivered,PayPal,Express,USD,4035.16,0,807.03,4.99
O00010794,C00015203,2025-05-07,Shipped,Debit Card,Standard,USD,7369.07,0,1473.81,14.99
O00010795,C00026697,2025-07-31,Delivered,Apple Pay,Express,USD,2554.94,0,510.99,4.99
O00010796,C00003538,2023-03-08,Delivered,Credit Card,Pickup Point,USD,1790.63,0,358.13,14.99
O00010797,C00015489,2023-08-21,Delivered,Credit Card,Standard,USD,17.37,0,3.47,14.99
O00010798,C00011411,2025-05-02,Delivered,Google Pay,Standard,USD,5684.94,0,1136.99,0.0
O00010799,C00007372,2023-09-29,Processing,Apple Pay,Standard,USD,4369.55,0,873.91,9.99
O00010800,C00004985,2025-03-27,Delivered,Credit Card,Express,USD,3807.73,0,761.55,4.99
O00010801,C00024122,2025-03-25,Delivered,Apple Pay,Standard,USD,6435.19,0,1287.04,9.99
O00010802,C00013578,2023-08-22,Delivered,PayPal,Pickup Point,USD,7838.56,0,1567.71,4.99
O00010803,C00001235,2025-04-27,Delivered,Debit Card,Pickup Point,USD,4196.38,0,839.28,14.99
O00010804,C00012175,2023-08-07,Delivered,Google Pay,Express,USD,9575.39,0,1915.08,14.99
O00010805,C00014981,2024-08-02,Delivered,Apple Pay,Standard,USD,4474.35,0,894.87,14.99
O00010806,C00016009,2023-01-06,Delivered,Credit Card,Standard,USD,6270.5,0,1254.1,0.0
O00010807,C00012063,2023-05-16,Delivered,Apple Pay,Express,USD,1241.09,0,248.22,4.99
O00010808,C00018683,2024-10-17,Returned,Debit Card,Express,USD,4190.22,0,838.04,9.99
O00010809,C00013172,2024-01-23,Shipped,Google Pay,Express,USD,1220.32,0,244.06,14.99
O00010810,C00016789,2024-09-02,Delivered,Apple Pay,Standard,USD,10248.62,0,2049.72,0.0
O00010811,C00017159,2023-12-25,Delivered,Debit Card,Express,USD,2618.14,0,523.63,4.99
O00010812,C00011610,2024-06-09,Delivered,Google Pay,Express,USD,3989.46,0,797.89,0.0
O00010813,C00017263,2023-08-03,Delivered,Debit Card,Standard,USD,4370.73,0,874.15,14.99
O00010814,C00006577,2024-05-24,Delivered,Google Pay,Standard,USD,12566.79,0,2513.36,0.0
O00010815,C00015891,2025-09-12,Delivered,PayPal,Pickup Point,USD,6201.91,0,1240.38,14.99
O00010816,C00003616,2025-10-20,Delivered,Google Pay,Standard,USD,12166.71,0,2433.34,9.99
O00010817,C00003486,2025-11-28,Delivered,Debit Card,Standard,USD,455.39,0,91.08,4.99
O00010818,C00017479,2025-11-17,Cancelled,Google Pay,Express,USD,9360.15,0,1872.03,0.0
O00010819,C00016211,2024-05-18,Delivered,Google Pay,Express,USD,4158.35,0,831.67,4.99
O00010820,C00012563,2024-03-29,Delivered,PayPal,Standard,USD,3336.86,0,667.37,14.99
O00010821,C00029112,2023-07-25,Delivered,Google Pay,Standard,USD,2524.57,0,504.91,4.99
O00010822,C00008404,2025-09-11,Delivered,Debit Card,Pickup Point,USD,3814.75,0,762.95,0.0
O00010823,C00013689,2025-07-17,Delivered,Google Pay,Standard,USD,2066.26,0,413.25,14.99
O00010824,C00028622,2024-04-03,Delivered,PayPal,Pickup Point,USD,2906.95,0,581.39,4.99
O00010825,C00028086,2025-08-16,Delivered,Credit Card,Standard,USD,1774.38,0,354.88,9.99
O00010826,C00007807,2025-08-31,Delivered,Credit Card,Standard,USD,534.21,0,106.84,4.99
O00010827,C00003779,2025-05-19,Delivered,Google Pay,Standard,USD,2236.31,0,447.26,9.99
O00010828,C00022563,2025-01-21,Delivered,Google Pay,Express,USD,4455.87,0,891.17,9.99
O00010829,C00026103,2025-12-31,Shipped,Google Pay,Pickup Point,USD,3729.74,0,745.95,9.99
O00010830,C00013796,2024-03-24,Processing,Google Pay,Pickup Point,USD,8491.22,0,1698.24,0.0
O00010831,C00000682,2025-03-07,Delivered,Apple Pay,Standard,USD,870.59,0,174.12,4.99
O00010832,C00020004,2025-05-15,Delivered,Google Pay,Express,USD,4405.66,0,881.13,0.0
O00010833,C00025691,2024-02-25,Delivered,PayPal,Express,USD,4185.78,0,837.16,9.99
O00010834,C00006321,2025-05-20,Delivered,Debit Card,Express,USD,63.25,0,12.65,9.99
O00010835,C00012102,2023-01-09,Processing,PayPal,Express,USD,8338.21,0,1667.64,9.99
O00010836,C00012847,2024-07-31,Shipped,PayPal,Standard,USD,701.96,0,140.39,4.99
O00010837,C00027620,2023-08-17,Delivered,Debit Card,Pickup Point,USD,568.47,0,113.69,4.99
O00010838,C00016140,2025-01-21,Delivered,PayPal,Pickup Point,USD,2968.83,0,593.77,9.99
O00010839,C00020644,2024-03-01,Cancelled,Credit Card,Standard,USD,678.56,0,135.71,0.0
O00010840,C00026474,2024-05-30,Delivered,Credit Card,Express,USD,7216.59,0,1443.32,9.99
O00010841,C00005256,2023-05-17,Cancelled,Credit Card,Pickup Point,USD,3345.97,0,669.19,14.99
O00010842,C00016186,2024-06-30,Shipped,Apple Pay,Express,USD,9049.43,0,1809.89,0.0
O00010843,C00004203,2025-01-02,Delivered,PayPal,Express,USD,8195.3,0,1639.06,4.99
O00010844,C00011402,2025-03-20,Delivered,Apple Pay,Standard,USD,81.5,0,16.3,14.99
O00010845,C00014466,2023-12-13,Returned,PayPal,Standard,USD,12049.12,0,2409.82,0.0
O00010846,C00002174,2024-03-15,Delivered,Apple Pay,Express,USD,2244.38,0,448.88,9.99
O00010847,C00018668,2023-09-07,Delivered,PayPal,Standard,USD,9734.16,0,1946.83,9.99
O00010848,C00000796,2025-08-19,Delivered,Credit Card,Pickup Point,USD,1694.24,0,338.85,14.99
O00010849,C00024512,2023-05-22,Delivered,PayPal,Standard,USD,1129.98,0,226.0,14.99
O00010850,C00029354,2024-02-03,Processing,Credit Card,Pickup Point,USD,1057.2,0,211.44,9.99
O00010851,C00000795,2023-12-01,Delivered,Debit Card,Express,USD,7179.15,0,1435.83,0.0
O00010852,C00018099,2025-01-19,Delivered,Google Pay,Express,USD,6596.53,0,1319.31,9.99
O00010853,C00020976,2025-11-04,Shipped,Apple Pay,Standard,USD,10786.62,0,2157.32,9.99
O00010854,C00020771,2025-08-22,Delivered,Credit Card,Standard,USD,8682.02,0,1736.4,0.0
O00010855,C00009251,2025-04-24,Delivered,Google Pay,Express,USD,5794.35,0,1158.87,0.0
O00010856,C00029164,2024-05-18,Delivered,Apple Pay,Standard,USD,7305.68,0,1461.14,14.99
O00010857,C00000929,2023-11-23,Shipped,Debit Card,Pickup Point,USD,4565.58,0,913.12,0.0
O00010858,C00011794,2024-10-08,Delivered,Credit Card,Standard,USD,654.66,0,130.93,0.0
O00010859,C00026956,2023-11-11,Delivered,Credit Card,Standard,USD,4960.13,0,992.03,4.99
O00010860,C00011148,2023-02-15,Delivered,Credit Card,Standard,USD,8985.01,0,1797.0,14.99
O00010861,C00006743,2023-06-11,Delivered,Apple Pay,Pickup Point,USD,731.71,0,146.34,4.99
O00010862,C00016625,2023-10-29,Delivered,Apple Pay,Standard,USD,6230.94,0,1246.19,9.99
O00010863,C00010940,2023-08-10,Processing,Debit Card,Standard,USD,1717.74,0,343.55,0.0
O00010864,C00013004,2024-12-06,Delivered,Apple Pay,Pickup Point,USD,2583.49,0,516.7,14.99
O00010865,C00029593,2024-05-29,Processing,Apple Pay,Standard,USD,1867.22,0,373.44,9.99
O00010866,C00025654,2024-08-27,Delivered,Apple Pay,Standard,USD,7370.18,0,1474.04,14.99
O00010867,C00017964,2024-05-12,Delivered,Apple Pay,Pickup Point,USD,3503.94,0,700.79,0.0
O00010868,C00024971,2023-07-05,Delivered,Credit Card,Standard,USD,6607.54,0,1321.51,14.99
O00010869,C00019789,2024-01-24,Delivered,Credit Card,Pickup Point,USD,7574.64,0,1514.93,9.99
O00010870,C00016610,2024-07-20,Delivered,Debit Card,Standard,USD,7914.08,0,1582.82,14.99
O00010871,C00000168,2025-02-18,Shipped,Google Pay,Standard,USD,1415.38,0,283.08,0.0
O00010872,C00018803,2025-07-12,Delivered,Apple Pay,Standard,USD,6691.7,0,1338.34,9.99
O00010873,C00029552,2025-05-01,Processing,Credit Card,Standard,USD,6821.74,0,1364.35,4.99
O00010874,C00004022,2025-10-11,Delivered,Google Pay,Standard,USD,1429.81,0,285.96,0.0
O00010875,C00019440,2025-01-03,Delivered,Credit Card,Express,USD,2400.07,0,480.01,4.99
O00010876,C00008630,2023-10-15,Delivered,Apple Pay,Pickup Point,USD,539.16,0,107.83,4.99
O00010877,C00003302,2025-07-30,Delivered,Debit Card,Standard,USD,1162.21,0,232.44,14.99
O00010878,C00007187,2023-10-14,Delivered,Apple Pay,Pickup Point,USD,2409.54,0,481.91,14.99
O00010879,C00024357,2023-01-06,Delivered,Google Pay,Pickup Point,USD,4329.1,0,865.82,9.99
O00010880,C00006398,2024-06-25,Delivered,Apple Pay,Express,USD,5448.06,0,1089.61,4.99
O00010881,C00011973,2024-05-19,Cancelled,Debit Card,Express,USD,3262.66,0,652.53,14.99
O00010882,C00019048,2024-10-19,Processing,PayPal,Express,USD,1874.63,0,374.93,4.99
O00010883,C00026360,2025-01-16,Delivered,Debit Card,Pickup Point,USD,5919.68,0,1183.94,0.0
O00010884,C00024888,2023-07-24,Delivered,Google Pay,Standard,USD,1460.64,0,292.13,4.99
O00010885,C00018268,2025-03-03,Delivered,Apple Pay,Standard,USD,2595.17,0,519.03,9.99
O00010886,C00007714,2025-03-11,Delivered,Credit Card,Express,USD,2340.96,0,468.19,14.99
O00010887,C00012518,2025-12-23,Delivered,Debit Card,Pickup Point,USD,5747.97,0,1149.59,0.0
O00010888,C00020637,2025-08-19,Shipped,Google Pay,Express,USD,11022.5,0,2204.5,4.99
O00010889,C00000579,2023-07-03,Returned,PayPal,Standard,USD,10648.08,0,2129.62,0.0
O00010890,C00027140,2023-10-18,Delivered,Apple Pay,Express,USD,832.44,0,166.49,4.99
O00010891,C00008364,2024-06-24,Delivered,Credit Card,Express,USD,1623.81,0,324.76,14.99
O00010892,C00018618,2024-06-24,Cancelled,Google Pay,Pickup Point,USD,6712.99,0,1342.6,9.99
O00010893,C00021179,2024-04-05,Shipped,Credit Card,Express,USD,9190.24,0,1838.05,4.99
O00010894,C00010237,2024-03-03,Delivered,Debit Card,Standard,USD,1855.9,0,371.18,14.99
O00010895,C00000322,2023-05-06,Delivered,Credit Card,Pickup Point,USD,7956.9,0,1591.38,14.99
O00010896,C00022842,2024-11-20,Shipped,Apple Pay,Standard,USD,696.78,0,139.36,9.99
O00010897,C00012103,2024-12-13,Delivered,Debit Card,Pickup Point,USD,1889.18,0,377.84,14.99
O00010898,C00008077,2024-09-24,Delivered,Apple Pay,Pickup Point,USD,3026.77,0,605.35,4.99
O00010899,C00020834,2024-07-17,Processing,Apple Pay,Pickup Point,USD,2033.26,0,406.65,9.99
O00010900,C00000344,2025-11-04,Delivered,Credit Card,Standard,USD,9532.37,0,1906.47,14.99
O00010901,C00010871,2023-12-22,Shipped,Apple Pay,Express,USD,3783.83,0,756.77,0.0
O00010902,C00025625,2023-02-08,Delivered,Credit Card,Pickup Point,USD,6507.48,0,1301.5,14.99
O00010903,C00026223,2024-08-17,Delivered,Apple Pay,Express,USD,4755.68,0,951.14,4.99
O00010904,C00025213,2025-05-24,Delivered,PayPal,Pickup Point,USD,6151.29,0,1230.26,4.99
O00010905,C00014137,2025-01-04,Delivered,Apple Pay,Standard,USD,6267.86,0,1253.57,0.0
O00010906,C00011372,2023-06-12,Delivered,Credit Card,Standard,USD,1032.82,0,206.56,4.99
O00010907,C00025257,2024-06-11,Processing,Debit Card,Express,USD,1928.51,0,385.7,4.99
O00010908,C00015627,2025-07-18,Cancelled,Debit Card,Standard,USD,1052.2,0,210.44,9.99
O00010909,C00028218,2024-07-26,Delivered,Credit Card,Express,USD,5873.68,0,1174.74,0.0
O00010910,C00027250,2023-03-10,Cancelled,Debit Card,Standard,USD,1787.07,0,357.41,9.99
O00010911,C00016134,2023-04-14,Delivered,PayPal,Express,USD,9948.98,0,1989.8,0.0
O00010912,C00024032,2025-10-05,Delivered,Google Pay,Standard,USD,3391.64,0,678.33,4.99
O00010913,C00018682,2025-12-28,Delivered,Debit Card,Standard,USD,7822.9,0,1564.58,4.99
O00010914,C00003441,2023-11-12,Delivered,PayPal,Standard,USD,175.62,0,35.12,0.0
O00010915,C00003025,2023-04-25,Delivered,Google Pay,Standard,USD,5087.08,0,1017.42,9.99
O00010916,C00010326,2023-12-06,Delivered,PayPal,Standard,USD,4200.41,0,840.08,9.99
O00010917,C00009713,2024-12-20,Delivered,Credit Card,Express,USD,11080.95,0,2216.19,0.0
O00010918,C00013879,2023-06-25,Delivered,PayPal,Pickup Point,USD,3768.78,0,753.76,0.0
O00010919,C00008471,2023-07-02,Shipped,PayPal,Standard,USD,7749.3,0,1549.86,4.99
O00010920,C00025637,2023-08-09,Delivered,Apple Pay,Standard,USD,1224.74,0,244.95,14.99
O00010921,C00009642,2023-03-26,Delivered,PayPal,Standard,USD,2493.48,0,498.7,9.99
O00010922,C00026493,2023-07-17,Delivered,Debit Card,Express,USD,951.27,0,190.25,4.99
O00010923,C00021877,2023-12-19,Delivered,PayPal,Standard,USD,5722.32,0,1144.46,9.99
O00010924,C00006392,2025-05-19,Delivered,Credit Card,Standard,USD,10449.95,0,2089.99,14.99
O00010925,C00021618,2024-01-24,Delivered,Debit Card,Express,USD,3393.98,0,678.8,4.99
O00010926,C00012171,2023-04-27,Delivered,Google Pay,Pickup Point,USD,5552.35,0,1110.47,4.99
O00010927,C00006354,2024-09-09,Delivered,Apple Pay,Pickup Point,USD,4510.23,0,902.05,14.99
O00010928,C00019756,2025-04-18,Delivered,PayPal,Pickup Point,USD,7349.44,0,1469.89,14.99
O00010929,C00016280,2023-04-29,Delivered,Credit Card,Pickup Point,USD,7174.88,0,1434.98,9.99
O00010930,C00023859,2025-11-25,Delivered,Debit Card,Standard,USD,7355.7,0,1471.14,0.0
O00010931,C00000499,2025-04-06,Delivered,Debit Card,Pickup Point,USD,1652.72,0,330.54,9.99
O00010932,C00022254,2024-11-06,Cancelled,PayPal,Standard,USD,9755.0,0,1951.0,14.99
O00010933,C00024352,2025-07-22,Delivered,Apple Pay,Pickup Point,USD,1418.04,0,283.61,0.0
O00010934,C00017403,2024-09-27,Delivered,Apple Pay,Pickup Point,USD,3129.88,0,625.98,14.99
O00010935,C00018093,2025-08-12,Delivered,PayPal,Express,USD,4153.33,0,830.67,14.99
O00010936,C00017612,2025-09-27,Delivered,Debit Card,Express,USD,8596.85,0,1719.37,0.0
O00010937,C00020290,2023-11-28,Delivered,Google Pay,Express,USD,127.18,0,25.44,4.99
O00010938,C00026776,2023-02-21,Delivered,PayPal,Standard,USD,7831.78,0,1566.36,0.0
O00010939,C00028765,2023-02-05,Delivered,Google Pay,Pickup Point,USD,4847.71,0,969.54,0.0
O00010940,C00012962,2024-09-02,Delivered,Credit Card,Standard,USD,11647.46,0,2329.49,14.99
O00010941,C00011247,2024-09-19,Delivered,Credit Card,Express,USD,6009.45,0,1201.89,9.99
O00010942,C00017551,2025-09-12,Returned,Google Pay,Standard,USD,12484.28,0,2496.86,0.0
O00010943,C00002920,2023-01-08,Delivered,Credit Card,Express,USD,2946.26,0,589.25,4.99
O00010944,C00010545,2025-06-26,Delivered,Debit Card,Standard,USD,2101.15,0,420.23,4.99
O00010945,C00008459,2023-07-19,Delivered,Google Pay,Express,USD,6947.5,0,1389.5,4.99
O00010946,C00005293,2023-05-14,Delivered,Apple Pay,Express,USD,4274.91,0,854.98,4.99
O00010947,C00011553,2025-04-14,Delivered,Debit Card,Express,USD,5153.59,0,1030.72,4.99
O00010948,C00014225,2024-11-14,Delivered,Credit Card,Standard,USD,4744.26,0,948.85,14.99
O00010949,C00005959,2025-08-29,Delivered,PayPal,Standard,USD,9057.83,0,1811.57,9.99
O00010950,C00016242,2025-04-02,Processing,Google Pay,Pickup Point,USD,5520.71,0,1104.14,9.99
O00010951,C00007074,2025-07-12,Delivered,Credit Card,Express,USD,7890.29,0,1578.06,14.99
O00010952,C00015174,2023-05-11,Delivered,Apple Pay,Standard,USD,8426.95,0,1685.39,14.99
O00010953,C00029190,2025-06-25,Shipped,PayPal,Pickup Point,USD,11686.83,0,2337.37,14.99
O00010954,C00025731,2023-03-01,Delivered,Apple Pay,Standard,USD,1330.63,0,266.13,4.99
O00010955,C00018049,2023-08-14,Delivered,Credit Card,Express,USD,7854.09,0,1570.82,4.99
O00010956,C00000349,2024-05-10,Delivered,PayPal,Standard,USD,1339.24,0,267.85,4.99
O00010957,C00023095,2023-12-10,Processing,Debit Card,Standard,USD,3335.98,0,667.2,4.99
O00010958,C00009233,2024-01-10,Delivered,Google Pay,Standard,USD,1888.91,0,377.78,0.0
O00010959,C00009515,2024-01-10,Delivered,PayPal,Standard,USD,3618.18,0,723.64,4.99
O00010960,C00001920,2024-01-09,Delivered,Credit Card,Standard,USD,488.43,0,97.69,14.99
O00010961,C00019775,2023-05-18,Delivered,Google Pay,Express,USD,1795.52,0,359.1,9.99
O00010962,C00024535,2025-02-18,Shipped,Credit Card,Pickup Point,USD,3156.78,0,631.36,4.99
O00010963,C00011158,2025-09-19,Cancelled,Debit Card,Standard,USD,792.22,0,158.44,14.99
O00010964,C00013751,2023-12-24,Delivered,Credit Card,Standard,USD,8998.99,0,1799.8,4.99
O00010965,C00016432,2024-07-01,Delivered,Google Pay,Standard,USD,3386.12,0,677.22,0.0
O00010966,C00015429,2025-03-18,Processing,Google Pay,Express,USD,6954.58,0,1390.92,9.99
O00010967,C00000827,2023-07-26,Delivered,PayPal,Pickup Point,USD,2354.45,0,470.89,9.99
O00010968,C00002845,2023-09-11,Delivered,Debit Card,Standard,USD,1784.99,0,357.0,14.99
O00010969,C00005498,2024-04-10,Delivered,PayPal,Standard,USD,7225.55,0,1445.11,4.99
O00010970,C00024338,2023-08-16,Shipped,PayPal,Standard,USD,1941.07,0,388.21,4.99
O00010971,C00025106,2024-04-11,Delivered,Apple Pay,Express,USD,6065.83,0,1213.17,14.99
O00010972,C00028748,2023-02-04,Delivered,Apple Pay,Standard,USD,8592.7,0,1718.54,0.0
O00010973,C00011339,2023-05-17,Delivered,Apple Pay,Standard,USD,2316.09,0,463.22,4.99
O00010974,C00024357,2023-09-04,Delivered,Apple Pay,Standard,USD,7457.28,0,1491.46,14.99
O00010975,C00014883,2023-04-14,Delivered,PayPal,Express,USD,831.44,0,166.29,4.99
O00010976,C00019683,2024-03-20,Delivered,Credit Card,Pickup Point,USD,1872.34,0,374.47,14.99
O00010977,C00027974,2025-12-30,Delivered,Apple Pay,Standard,USD,331.35,0,66.27,14.99
O00010978,C00016145,2023-03-12,Delivered,Debit Card,Standard,USD,5190.17,0,1038.03,14.99
O00010979,C00020701,2024-06-21,Delivered,Apple Pay,Standard,USD,3661.18,0,732.24,14.99
O00010980,C00025434,2023-06-14,Delivered,Apple Pay,Express,USD,654.24,0,130.85,0.0
O00010981,C00006106,2025-02-05,Delivered,Apple Pay,Standard,USD,2193.22,0,438.64,14.99
O00010982,C00003118,2024-09-12,Shipped,Credit Card,Standard,USD,2890.5,0,578.1,4.99
O00010983,C00028863,2025-11-10,Delivered,Credit Card,Pickup Point,USD,5227.52,0,1045.5,0.0
O00010984,C00001051,2023-01-07,Delivered,Credit Card,Pickup Point,USD,10349.51,0,2069.9,14.99
O00010985,C00010042,2024-07-19,Shipped,Debit Card,Pickup Point,USD,9455.79,0,1891.16,0.0
O00010986,C00015633,2023-05-14,Delivered,Google Pay,Express,USD,3012.74,0,602.55,9.99
O00010987,C00012747,2025-12-13,Delivered,Google Pay,Standard,USD,4592.95,0,918.59,14.99
O00010988,C00019332,2024-02-28,Delivered,Google Pay,Express,USD,9580.25,0,1916.05,4.99
O00010989,C00019423,2025-08-30,Delivered,Google Pay,Pickup Point,USD,7703.95,0,1540.79,9.99
O00010990,C00017485,2025-04-09,Delivered,Credit Card,Standard,USD,4055.34,0,811.07,0.0
O00010991,C00018838,2023-02-06,Delivered,Credit Card,Standard,USD,3930.75,0,786.15,4.99
O00010992,C00023513,2025-01-31,Delivered,Google Pay,Express,USD,2931.08,0,586.22,0.0
O00010993,C00000406,2025-09-26,Delivered,Apple Pay,Express,USD,6431.17,0,1286.23,0.0
O00010994,C00014185,2025-04-11,Delivered,Debit Card,Express,USD,7511.4,0,1502.28,9.99
O00010995,C00006685,2025-10-09,Delivered,Debit Card,Express,USD,1221.21,0,244.24,4.99
O00010996,C00026998,2024-11-06,Delivered,Debit Card,Standard,USD,3223.22,0,644.64,4.99
O00010997,C00009088,2023-05-19,Shipped,Apple Pay,Pickup Point,USD,6585.69,0,1317.14,14.99
O00010998,C00010090,2025-12-16,Processing,Google Pay,Standard,USD,1943.35,0,388.67,14.99
O00010999,C00016039,2024-09-13,Delivered,Debit Card,Standard,USD,1931.03,0,386.21,4.99
O00011000,C00000060,2023-08-16,Delivered,Apple Pay,Standard,USD,8563.99,0,1712.8,4.99
O00011001,C00013238,2024-09-09,Delivered,Apple Pay,Express,USD,2588.46,0,517.69,0.0
O00011002,C00006496,2023-07-29,Delivered,Debit Card,Standard,USD,3052.51,0,610.5,9.99
O00011003,C00011369,2023-07-02,Delivered,Google Pay,Standard,USD,8075.83,0,1615.17,14.99
O00011004,C00028982,2025-08-07,Delivered,Apple Pay,Pickup Point,USD,5242.32,0,1048.46,0.0
O00011005,C00027487,2023-05-14,Shipped,Google Pay,Standard,USD,6923.92,0,1384.78,14.99
O00011006,C00028465,2023-08-10,Delivered,Google Pay,Express,USD,3677.7,0,735.54,9.99
O00011007,C00022416,2023-07-08,Delivered,Apple Pay,Standard,USD,4987.79,0,997.56,4.99
O00011008,C00028733,2024-02-09,Delivered,Debit Card,Standard,USD,7145.55,0,1429.11,9.99
O00011009,C00000266,2023-02-19,Delivered,Credit Card,Pickup Point,USD,620.06,0,124.01,14.99
O00011010,C00026422,2025-05-28,Delivered,Credit Card,Express,USD,5967.29,0,1193.46,9.99
O00011011,C00011787,2023-04-08,Delivered,PayPal,Pickup Point,USD,5427.47,0,1085.49,4.99
O00011012,C00005568,2024-11-17,Delivered,Credit Card,Standard,USD,1790.66,0,358.13,0.0
O00011013,C00026389,2024-02-08,Delivered,Google Pay,Pickup Point,USD,379.75,0,75.95,4.99
