OrderID,CampaignID,AttributionModel,ConversionDays,CampaignChannel
O00020552,M0084,Linear,18,Email
O00020553,M0189,First Click,17,Social
O00020554,M0699,First Click,19,Affiliate
O00020555,M0171,Time Decay,9,Search
O00020556,M0473,Time Decay,18,Social
O00020557,M0895,Last Click,27,Email
O00020558,M0760,Linear,15,Affiliate
O00020559,M0568,First Click,26,Social
O00020561,M0987,Last Click,14,Search
O00020562,M0819,First Click,12,Affiliate
O00020563,M0099,Last Click,18,Affiliate
O00020564,M0730,Last Click,9,Social
O00020565,M0230,Linear,0,Email
O00020566,M0958,Linear,0,Affiliate
O00020567,M0344,Time Decay,11,Email
O00020569,M0934,Last Click,20,Search
O00020570,M0230,Time Decay,27,Email
O00020571,M0747,First Click,5,Affiliate
O00020572,M0373,Linear,5,Affiliate
O00020573,M0438,First Click,0,Search
O00020574,M0850,First Click,22,Social
O00020575,M0892,Last Click,27,Search
O00020576,M0099,Time Decay,27,Affiliate
O00020577,M0481,Last Click,23,Email
O00020579,M0237,First Click,10,Email
O00020580,M0271,Last Click,27,Affiliate
O00020581,M0486,First Click,26,Social
O00020582,M0634,First Click,17,Email
O00020583,M0756,First Click,26,Search
O00020584,M0735,First Click,17,Social
O00020585,M0371,Last Click,8,Affiliate
O00020586,M0634,First Click,20,Email
O00020587,M0693,Linear,9,Affiliate
O00020588,M0499,Linear,23,Search
O00020589,M0729,First Click,9,Email
O00020590,M0489,First Click,7,Search
O00020591,M0514,Last Click,0,Social
O00020592,M0775,First Click,4,Search
O00020593,M0865,First Click,17,Search
O00020594,M0571,First Click,8,Search
O00020595,M0415,Linear,1,Social
O00020596,M0551,Time Decay,18,Search
O00020597,M0554,First Click,10,Affiliate
O00020598,M0391,First Click,19,Affiliate
O00020599,M0951,Time Decay,3,Email
O00020600,M0988,Time Decay,13,Social
O00020601,M0189,Linear,28,Social
O00020603,M0923,Time Decay,23,Affiliate
O00020604,M0091,Time Decay,9,Social
O00020605,M0408,Time Decay,14,Email
O00020606,M0734,Linear,6,Affiliate
O00020607,M0746,Linear,0,Affiliate
O00020608,M0456,Last Click,20,Social
O00020609,M0733,Last Click,12,Affiliate
O00020610,M0214,First Click,12,Search
O00020611,M0995,Time Decay,30,Affiliate
O00020612,M0819,Last Click,23,Affiliate
O00020614,M0039,First Click,13,Affiliate
O00020615,M0989,First Click,13,Social
O00020616,M0985,First Click,9,Search
O00020617,M0374,Time Decay,22,Social
O00020618,M0168,Time Decay,6,Social
O00020619,M0970,First Click,22,Email
O00020620,M0156,First Click,2,Search
O00020621,M0370,First Click,19,Affiliate
O00020622,M0835,First Click,5,Search
O00020625,M0020,Last Click,6,Email
O00020626,M0027,Linear,5,Social
O00020628,M0474,Last Click,12,Search
O00020629,M0461,Last Click,24,Affiliate
O00020630,M0502,Linear,29,Email
O00020634,M0022,Linear,9,Social
O00020635,M0061,Linear,10,Search
O00020637,M0268,First Click,8,Social
O00020639,M0042,Last Click,16,Email
O00020640,M0004,First Click,18,Affiliate
O00020641,M0877,Linear,1,Affiliate
O00020642,M0805,First Click,22,Affiliate
O00020644,M0944,First Click,20,Email
O00020646,M0089,Linear,29,Social
O00020647,M0600,Linear,17,Social
O00020651,M0397,Time Decay,16,Search
O00020652,M0394,Linear,25,Social
O00020653,M0739,Last Click,10,Search
O00020654,M0084,Last Click,18,Email
O00020655,M0879,Linear,10,Search
O00020656,M0242,Linear,18,Affiliate
O00020657,M0894,First Click,11,Search
O00020659,M0971,First Click,5,Affiliate
O00020661,M0561,Last Click,0,Search
O00020662,M0186,Time Decay,27,Affiliate
O00020664,M0194,Linear,16,Email
O00020666,M0025,Time Decay,9,Email
O00020667,M0572,Linear,5,Email
O00020669,M0372,First Click,23,Affiliate
O00020670,M0124,Time Decay,27,Social
O00020671,M0720,Time Decay,18,Social
O00020672,M0043,First Click,14,Affiliate
O00020675,M0405,First Click,10,Email
O00020677,M0111,Linear,25,Email
O00020679,M0598,Linear,28,Affiliate
O00020680,M0230,Last Click,23,Email
O00020681,M0202,Linear,11,Affiliate
O00020683,M0928,Linear,2,Search
O00020684,M0247,Time Decay,14,Social
O00020685,M0057,Last Click,25,Search
O00020686,M0242,Linear,30,Affiliate
O00020687,M0117,Linear,18,Social
O00020688,M0680,Time Decay,1,Email
O00020689,M0132,Time Decay,26,Social
O00020690,M0772,Linear,26,Affiliate
O00020694,M0507,Time Decay,10,Social
O00020695,M0281,First Click,4,Email
O00020697,M0434,Linear,7,Social
O00020698,M0425,Last Click,22,Affiliate
O00020699,M0150,First Click,15,Social
O00020700,M0932,First Click,28,Social
O00020702,M0379,Last Click,1,Social
O00020703,M0569,Linear,21,Social
O00020705,M0908,First Click,20,Email
O00020707,M0600,Linear,7,Social
O00020711,M0545,Linear,5,Social
O00020714,M0566,Time Decay,9,Affiliate
O00020715,M0638,Time Decay,1,Affiliate
O00020716,M0033,Time Decay,9,Search
O00020717,M0421,Time Decay,20,Email
O00020719,M0368,Time Decay,21,Social
O00020721,M0015,Last Click,23,Affiliate
O00020722,M0059,Last Click,23,Social
O00020723,M0453,First Click,9,Search
O00020726,M0831,Last Click,11,Social
O00020727,M0486,Linear,30,Social
O00020728,M0235,Last Click,23,Social
O00020729,M0669,Linear,22,Social
O00020730,M0858,Last Click,0,Social
O00020731,M0065,Last Click,26,Affiliate
O00020732,M0600,Last Click,14,Social
O00020733,M0755,First Click,22,Social
O00020734,M0529,Linear,29,Search
O00020735,M0395,Last Click,9,Search
O00020736,M0170,First Click,0,Search
O00020737,M0787,Time Decay,9,Search
O00020738,M0487,Linear,2,Search
O00020739,M0498,Last Click,14,Email
O00020740,M0347,Linear,21,Affiliate
O00020742,M0501,Linear,11,Social
O00020744,M0279,Linear,23,Social
O00020745,M0942,Time Decay,17,Affiliate
O00020746,M0065,Time Decay,13,Affiliate
O00020747,M0398,Time Decay,14,Social
O00020749,M0936,Last Click,8,Affiliate
O00020750,M0587,First Click,11,Search
O00020752,M0040,Last Click,18,Email
O00020753,M0652,Linear,23,Email
O00020754,M0022,Time Decay,15,Social
O00020755,M0686,First Click,2,Search
O00020756,M0445,First Click,17,Social
O00020757,M0386,Last Click,30,Search
O00020758,M0616,Last Click,2,Email
O00020760,M0192,Time Decay,27,Search
O00020761,M0757,First Click,24,Email
O00020762,M1000,First Click,8,Social
O00020763,M0776,Time Decay,3,Social
O00020764,M0671,Time Decay,30,Affiliate
O00020765,M0294,Linear,30,Search
O00020766,M0002,Time Decay,5,Email
O00020768,M0743,Last Click,27,Social
O00020769,M0618,Time Decay,6,Email
O00020770,M0942,Last Click,5,Affiliate
O00020771,M0938,Time Decay,4,Affiliate
O00020772,M0046,Last Click,17,Social
O00020773,M0601,Linear,10,Affiliate
O00020776,M0575,Last Click,17,Affiliate
O00020777,M0864,Last Click,23,Search
O00020778,M0735,First Click,10,Social
O00020780,M0456,First Click,13,Social
O00020781,M0356,Last Click,29,Social
O00020784,M0011,First Click,25,Social
O00020785,M0560,Last Click,30,Email
O00020789,M0962,Last Click,5,Social
O00020792,M0535,Last Click,25,Affiliate
O00020793,M0608,First Click,16,Search
O00020794,M0583,Linear,23,Social
O00020795,M0907,Linear,19,Email
O00020796,M0329,Linear,8,Email
O00020797,M0348,Linear,22,Affiliate
O00020798,M0869,Last Click,4,Affiliate
O00020799,M0840,Linear,20,Social
O00020800,M0112,First Click,17,Search
O00020802,M0085,Time Decay,26,Social
O00020803,M0992,Linear,17,Social
O00020804,M0094,Last Click,1,Search
O00020805,M0161,First Click,18,Email
O00020806,M0022,First Click,22,Social
O00020808,M0337,Linear,6,Email
O00020809,M0198,Time Decay,15,Email
O00020810,M0111,First Click,21,Email
O00020811,M0504,Time Decay,16,Email
O00020812,M0349,Time Decay,0,Affiliate
O00020813,M0800,First Click,8,Email
O00020815,M0893,First Click,20,Email
O00020816,M0134,First Click,6,Affiliate
O00020818,M0977,Linear,14,Email
O00020819,M0682,Last Click,17,Affiliate
O00020820,M0005,First Click,25,Email
O00020821,M0229,Last Click,26,Social
O00020822,M0329,First Click,0,Email
O00020823,M0203,First Click,18,Affiliate
O00020825,M0377,Last Click,21,Search
O00020826,M0701,Time Decay,1,Affiliate
O00020828,M0264,Time Decay,30,Social
O00020829,M0005,Last Click,2,Email
O00020831,M0708,Linear,0,Email
O00020832,M0484,Last Click,23,Search
O00020833,M0766,Time Decay,12,Email
O00020835,M0034,Time Decay,0,Search
O00020837,M0047,First Click,6,Social
O00020839,M0451,Linear,1,Email
O00020840,M0059,Time Decay,20,Social
O00020842,M0798,Linear,11,Affiliate
O00020843,M0372,Last Click,20,Affiliate
O00020844,M0734,Last Click,21,Affiliate
O00020845,M0470,First Click,1,Affiliate
O00020846,M0555,First Click,11,Email
O00020847,M0938,Last Click,11,Affiliate
O00020852,M0276,Last Click,18,Social
O00020853,M0069,Linear,24,Affiliate
O00020854,M0746,First Click,8,Affiliate
O00020855,M0472,Last Click,12,Social
O00020856,M0381,Last Click,22,Search
O00020857,M0037,Last Click,14,Search
O00020858,M0564,Last Click,24,Affiliate
O00020859,M0905,Last Click,23,Affiliate
O00020861,M0736,First Click,13,Affiliate
O00020862,M0435,Linear,19,Email
O00020863,M0350,First Click,26,Social
O00020865,M0990,Linear,18,Search
O00020867,M0317,Last Click,24,Affiliate
O00020868,M0519,Time Decay,10,Social
O00020869,M0532,Last Click,8,Search
O00020870,M0416,Time Decay,10,Social
O00020871,M0509,First Click,23,Search
O00020873,M0934,Time Decay,11,Search
O00020874,M0637,First Click,28,Affiliate
O00020875,M0571,Linear,1,Search
O00020876,M0489,First Click,26,Search
O00020877,M0428,Last Click,29,Email
O00020878,M0033,Last Click,6,Search
O00020879,M0993,Linear,17,Affiliate
O00020880,M0717,Linear,28,Search
O00020881,M0310,Linear,27,Search
O00020882,M0137,Linear,30,Email
O00020883,M0998,Linear,7,Search
O00020884,M0089,Time Decay,9,Social
O00020885,M0039,First Click,15,Affiliate
O00020886,M0380,Last Click,5,Social
O00020887,M0121,Last Click,24,Social
O00020889,M0811,Time Decay,17,Affiliate
O00020890,M0443,Last Click,3,Affiliate
O00020891,M0030,First Click,25,Search
O00020893,M0773,First Click,8,Email
O00020896,M0830,Last Click,18,Affiliate
O00020897,M0159,Time Decay,22,Search
O00020898,M0511,Linear,3,Social
O00020900,M0634,Last Click,15,Email
O00020902,M0268,Linear,28,Social
O00020903,M0619,Linear,7,Social
O00020905,M0084,Time Decay,22,Email
O00020906,M0859,First Click,4,Social
O00020907,M0967,Time Decay,22,Search
O00020909,M0079,Time Decay,3,Email
O00020910,M0786,Linear,24,Email
O00020911,M0083,Last Click,5,Search
O00020913,M0899,First Click,16,Email
O00020914,M0532,Time Decay,11,Search
O00020916,M0152,Last Click,22,Email
O00020917,M0573,Linear,12,Email
O00020918,M0107,Time Decay,28,Social
O00020919,M0690,First Click,27,Search
O00020920,M0874,Time Decay,8,Affiliate
O00020921,M0419,Last Click,17,Affiliate
O00020922,M0782,First Click,17,Search
O00020923,M0553,Time Decay,13,Social
O00020924,M0773,Linear,9,Email
O00020925,M0254,First Click,21,Email
O00020926,M0608,Time Decay,28,Search
O00020927,M0153,Last Click,19,Search
O00020929,M0837,Linear,14,Email
O00020930,M0803,Time Decay,19,Email
O00020931,M0303,Time Decay,24,Email
O00020932,M0984,First Click,20,Search
O00020933,M0184,Last Click,0,Affiliate
O00020934,M0840,First Click,20,Social
O00020935,M0713,Linear,5,Email
O00020937,M0481,Last Click,10,Email
O00020938,M0166,First Click,3,Affiliate
O00020940,M0634,Time Decay,23,Email
O00020941,M0789,Time Decay,1,Email
O00020942,M0434,Time Decay,30,Social
O00020945,M0862,Time Decay,16,Email
O00020946,M0731,Linear,4,Email
O00020949,M0782,First Click,24,Search
O00020950,M0092,Linear,8,Social
O00020951,M0735,Last Click,20,Social
O00020952,M0939,Linear,20,Email
O00020953,M0059,First Click,28,Social
O00020954,M0304,Time Decay,6,Affiliate
O00020955,M0721,First Click,23,Email
O00020956,M0445,Time Decay,19,Social
O00020958,M0525,Linear,9,Affiliate
O00020959,M0407,Time Decay,1,Social
O00020960,M0005,Time Decay,25,Email
O00020961,M0328,First Click,5,Affiliate
O00020962,M0986,First Click,27,Email
O00020963,M0778,First Click,0,Search
O00020964,M0018,Time Decay,28,Affiliate
O00020965,M0787,Last Click,19,Search
O00020966,M0718,Linear,22,Search
O00020967,M0952,Time Decay,16,Search
O00020968,M0958,Last Click,2,Affiliate
O00020969,M0712,First Click,29,Affiliate
O00020972,M0754,Linear,2,Email
O00020973,M0828,First Click,19,Email
O00020976,M0057,Last Click,16,Search
O00020977,M0401,Time Decay,17,Email
O00020978,M0771,Linear,20,Email
O00020979,M0777,Linear,4,Email
O00020981,M0939,Linear,7,Email
O00020982,M0168,First Click,1,Social
O00020984,M0107,Last Click,20,Social
O00020985,M0992,Last Click,14,Social
O00020986,M0679,Time Decay,14,Social
O00020988,M0572,Last Click,24,Email
O00020989,M0734,Linear,15,Affiliate
O00020992,M0701,Time Decay,22,Affiliate
O00020993,M0427,First Click,12,Affiliate
O00020995,M0620,Time Decay,2,Email
O00020996,M0103,Linear,15,Email
O00020997,M0384,Linear,24,Search
O00021001,M0064,Linear,13,Affiliate
O00021002,M0337,Last Click,20,Email
O00021003,M0386,First Click,30,Search
O00021004,M0654,First Click,13,Social
O00021005,M0858,Linear,2,Social
O00021006,M0829,First Click,22,Email
O00021007,M0669,Linear,23,Social
O00021008,M0002,First Click,1,Email
O00021010,M0183,Time Decay,0,Social
O00021011,M0332,Linear,24,Email
O00021012,M0827,Time Decay,9,Search
O00021013,M0513,Last Click,1,Affiliate
O00021015,M0341,Linear,13,Search
O00021016,M0451,First Click,28,Email
O00021018,M0009,Time Decay,26,Social
O00021019,M0004,First Click,20,Affiliate
O00021021,M0711,Time Decay,15,Social
O00021022,M0468,Linear,0,Email
O00021023,M0664,Linear,30,Email
O00021026,M0086,Last Click,28,Affiliate
O00021027,M0903,Linear,21,Social
O00021030,M0269,First Click,13,Search
O00021033,M0049,Time Decay,30,Search
O00021034,M0449,First Click,29,Search
O00021035,M0951,Time Decay,11,Email
O00021036,M0995,Time Decay,11,Affiliate
O00021038,M0765,Linear,0,Social
O00021039,M0524,Linear,18,Search
O00021040,M0599,First Click,19,Search
O00021041,M0379,Linear,10,Social
O00021042,M0427,Linear,20,Affiliate
O00021044,M0499,Last Click,27,Search
O00021045,M0303,Time Decay,1,Email
O00021046,M0032,Linear,15,Search
O00021048,M0240,First Click,19,Search
O00021049,M0566,Last Click,2,Affiliate
O00021052,M0410,First Click,26,Search
O00021053,M0974,Linear,27,Email
O00021054,M0830,Linear,28,Affiliate
O00021057,M0662,Last Click,27,Affiliate
O00021060,M0708,Linear,20,Email
O00021063,M0775,First Click,26,Search
O00021064,M0659,Time Decay,28,Email
O00021065,M0781,Linear,9,Social
O00021066,M0264,First Click,25,Social
O00021067,M0208,First Click,19,Email
O00021071,M0845,Last Click,9,Search
O00021072,M0611,Time Decay,22,Social
O00021074,M0092,Last Click,17,Social
O00021075,M0629,Time Decay,6,Social
O00021079,M0834,First Click,9,Email
O00021080,M0054,Time Decay,3,Email
O00021081,M0711,Time Decay,17,Social
O00021082,M0687,Time Decay,25,Search
O00021084,M0311,Time Decay,3,Affiliate
O00021086,M0099,Last Click,23,Affiliate
O00021087,M0934,Time Decay,29,Search
O00021088,M0242,Last Click,7,Affiliate
O00021091,M0284,Linear,0,Social
O00021092,M0566,First Click,28,Affiliate
O00021093,M0495,Last Click,12,Email
O00021094,M0309,Last Click,13,Social
O00021095,M0191,Time Decay,19,Email
O00021097,M0573,Time Decay,15,Email
O00021099,M0592,Last Click,16,Affiliate
O00021100,M0323,Linear,14,Social
O00021101,M0706,First Click,4,Social
O00021102,M0443,Time Decay,20,Affiliate
O00021105,M0983,Last Click,21,Email
O00021106,M0107,Time Decay,26,Social
O00021107,M0212,Linear,16,Affiliate
O00021108,M0300,Linear,14,Search
O00021109,M0626,Linear,14,Social
O00021110,M0166,First Click,6,Affiliate
O00021113,M0327,Last Click,0,Social
O00021115,M0562,Last Click,7,Email
O00021117,M0947,Linear,8,Email
O00021118,M0165,Linear,15,Social
O00021121,M0266,Last Click,11,Social
O00021123,M0324,First Click,27,Search
O00021124,M0352,Last Click,17,Search
O00021125,M0636,Linear,2,Email
O00021126,M0936,Last Click,14,Affiliate
O00021128,M0581,Time Decay,20,Email
O00021129,M0651,First Click,26,Search
O00021131,M0635,Time Decay,28,Affiliate
O00021133,M0278,First Click,6,Search
O00021134,M0176,Linear,5,Email
O00021135,M0883,Last Click,27,Social
O00021136,M0668,Linear,7,Social
O00021137,M0851,First Click,26,Email
O00021139,M0224,First Click,10,Social
O00021141,M0958,Time Decay,10,Affiliate
O00021143,M0293,Linear,18,Email
O00021144,M0527,Linear,27,Search
O00021145,M0316,Time Decay,15,Social
O00021146,M0687,Last Click,22,Search
O00021148,M0084,Time Decay,17,Email
O00021149,M0408,First Click,11,Email
O00021150,M0227,First Click,1,Email
O00021151,M0478,Linear,25,Search
O00021153,M0846,Linear,12,Affiliate
O00021158,M0795,First Click,13,Search
O00021159,M0468,First Click,13,Email
O00021160,M0312,Linear,21,Search
O00021161,M0887,Linear,28,Affiliate
O00021162,M0589,Last Click,0,Search
O00021163,M0527,First Click,24,Search
O00021164,M0094,Time Decay,27,Search
O00021165,M0205,First Click,18,Search
O00021166,M0176,Last Click,12,Email
O00021169,M0278,Linear,4,Search
O00021170,M0662,First Click,24,Affiliate
O00021171,M0139,First Click,8,Social
O00021172,M0778,First Click,20,Search
O00021174,M0415,Last Click,13,Social
O00021175,M0621,Time Decay,17,Email
O00021177,M0055,First Click,16,Email
O00021178,M0825,Last Click,3,Search
O00021179,M0031,Last Click,6,Social
O00021180,M0430,First Click,18,Email
O00021185,M0347,Last Click,24,Affiliate
O00021186,M0717,Linear,19,Search
O00021187,M0805,Linear,15,Affiliate
O00021189,M0661,Last Click,23,Affiliate
O00021190,M0690,Time Decay,16,Search
O00021191,M0188,First Click,1,Search
O00021192,M0191,Last Click,0,Email
O00021194,M0014,Linear,27,Social
O00021195,M0869,Last Click,2,Affiliate
O00021198,M0678,Linear,6,Affiliate
O00021200,M0802,Linear,15,Social
O00021201,M0058,First Click,3,Social
O00021203,M0255,Linear,8,Email
O00021204,M0252,First Click,18,Affiliate
O00021205,M0846,Time Decay,19,Affiliate
O00021207,M0256,Time Decay,26,Affiliate
O00021211,M0763,Last Click,7,Affiliate
O00021212,M0868,Last Click,15,Email
O00021213,M0412,Linear,30,Social
O00021214,M0677,First Click,0,Social
O00021218,M0867,First Click,25,Affiliate
O00021219,M0796,Last Click,28,Email
O00021221,M0697,Last Click,3,Email
O00021223,M0890,First Click,23,Search
O00021224,M0476,Time Decay,9,Email
O00021225,M0195,Linear,11,Email
O00021226,M0718,First Click,20,Search
